,SporulNatural,SalNet,RataSom,RataAbScolar,RataInfract,EmigrantiDefinitiv,EmigrantiTemporar,AjutorSocial,NrPaturi,NrMedici,PIB,SupUtila,Export,Inoptari,ExecBVenituri,ExecBSubventii,Canalizare,PAVeg,PAAnim,ServAgr
PIB,0.40293152489867323,0.8616267512123392,-0.5643563549244025,-0.20740712133469083,0.39071980731367106,0.2412166796820089,-0.6275792515950531,-0.6412182677184629,0.6191334644304292,0.7206261715111727,1.0,0.4407575529680647,0.5549198890752757,0.3410989281100859,0.6234497528934533,-0.45773927756724864,0.6905284010883692,-0.4747954618124447,-0.5694115123969391,0.16728544209469334
SupUtila,0.6398227735192781,0.5887719721910896,-0.580051317509747,-0.23176369615641032,0.06890541594196249,0.027072714879200245,-0.8147532080241098,-0.5176027018266216,0.0798303467311323,0.37361365939890945,0.4407575529680647,1.0,0.46184538583564494,0.17761924599039844,0.14115274908170206,-0.4371488396216194,0.2998378610340203,-0.4113115780087818,-0.46645057149618036,-0.03841085745296519
Export,0.35622238374388104,0.5603456186900697,-0.4938626984101989,-0.10418128559011877,0.05215143988818611,0.11686759919414119,-0.5221179430196407,-0.4491277921019309,0.21279355126911265,0.4530521876006786,0.5549198890752757,0.46184538583564494,0.9999999999999999,0.12719915222973213,0.22420916455291434,-0.35263735332896323,0.44792853850923253,-0.2747292882196991,-0.17991691124272077,-0.014620182191773674
Inoptari,0.32061731308850344,0.0888028436820885,-0.36801126534075823,0.19840239090191455,0.3419929098979917,0.08165973670761266,-0.21314757774369855,-0.4001653126846366,0.3001806966542631,0.2450622764977935,0.3410989281100859,0.17761924599039844,0.12719915222973213,1.0,0.07754631813553578,-0.29301606689976173,0.46115083096981935,-0.330150603521703,-0.15408321797490665,-0.09862705722091547
ExecBVenituri,0.21504358926522676,0.47235268623116494,-0.21165571704239555,-0.28873455523728864,0.43593421340374916,0.1489235163648,-0.3063359857022097,-0.3015501953249164,0.270575500164194,0.33460709824280493,0.6234497528934533,0.14115274908170206,0.22420916455291431,0.0775463181355358,1.0,0.22657397228752593,0.34467971613612625,-0.29277548319433,-0.26682801026892056,0.06125842888770912
ExecBSubventii,-0.48734241841878195,-0.4346480992374374,0.43549049556067937,-0.11219346303842166,-0.07427677529527453,-0.2671138368488156,0.5661720186115201,0.4325696025417913,-0.39684470230324376,-0.47618229177336124,-0.45773927756724864,-0.4371488396216194,-0.35263735332896323,-0.2930160668997617,0.22657397228752593,1.0,-0.45876063130510736,0.4004184030833319,0.3515494163516048,-0.07650509906496537
Canalizare,0.3221618012124331,0.5305885232374283,-0.39905315211166636,0.02366989852957292,0.24052645617568336,0.3551694428510208,-0.5181062245479459,-0.4429309097480376,0.6482928123932216,0.5922366282473872,0.6905284010883691,0.2998378610340203,0.4479285385092325,0.4611508309698193,0.34467971613612625,-0.45876063130510736,1.0,-0.46470524274857355,-0.3705760241537862,0.2416797995829704
PAVeg,-0.6440254871544803,-0.4441478146085776,0.40623492679656337,0.2610753562834485,-0.24571716921322148,-0.19736055718069798,0.6727545038672993,0.4334855796865626,-0.4877581519168051,-0.41529781179359126,-0.4747954618124447,-0.4113115780087818,-0.2747292882196991,-0.330150603521703,-0.29277548319432994,0.4004184030833319,-0.46470524274857355,1.0,0.535010843981894,0.391412508803084
PAAnim,-0.288696386995594,-0.6393209051617831,0.2546831955016336,0.27113566492358737,-0.21927720852739324,-0.14385965653755942,0.5805968965118252,0.31309962563120364,-0.3785068824285086,-0.5029186121602119,-0.569411512396939,-0.4664505714961804,-0.17991691124272077,-0.15408321797490668,-0.26682801026892056,0.3515494163516048,-0.3705760241537862,0.535010843981894,0.9999999999999999,0.02899531027459684
ServAgr,-0.2446357232760744,0.10101589825593577,-0.037952576574479875,0.06985882473563292,-0.18915527521046915,0.1031077942702701,0.007177336705751504,-0.05733833297366297,0.019173074369614643,0.020012196894347644,0.16728544209469334,-0.038410857452965186,-0.014620182191773674,-0.09862705722091548,0.06125842888770912,-0.07650509906496539,0.24167979958297042,0.391412508803084,0.02899531027459684,1.0
